number,value,datetime_start,datetime_complete,duration,params_selector__k,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,user_attrs_top_k_features,state
151,0.001770969214968332,2025-12-07 02:58:32.481032,2025-12-07 02:58:37.902017,0 days 00:00:05.420985,412,0.6312384074103516,0.0025536205683801753,5,9,257,0.09469802951002244,15.997279977971484,0.7402481333331015,extensive,412,COMPLETE
152,0.0027422972526548093,2025-12-07 02:58:37.903020,2025-12-07 02:58:43.149159,0 days 00:00:05.246139,408,0.6378753705204051,0.002556824241408497,5,9,256,0.06455916321532792,16.830863113317605,0.7365845181623139,extensive,408,COMPLETE
153,-0.0016559721404409238,2025-12-07 02:58:43.150665,2025-12-07 02:58:45.227828,0 days 00:00:02.077163,410,0.6328808948791004,0.0024034079188575944,5,9,221,2.2238077633449764,16.101089255923682,0.7378130015474537,extensive,410,COMPLETE
154,0.0027523688311149597,2025-12-07 02:58:45.228909,2025-12-07 02:58:49.456656,0 days 00:00:04.227747,394,0.6468620778995026,0.0028474903435887875,5,8,209,0.0030911826817740656,19.428393323844713,0.7628324511249432,extensive,394,COMPLETE
155,0.0021518983734991615,2025-12-07 02:58:49.457660,2025-12-07 02:58:54.730276,0 days 00:00:05.272616,406,0.6235958319986135,0.0027138658506100557,5,9,270,0.018245210693435404,19.42504194460866,0.8013099254950429,extensive,406,COMPLETE
156,0.002282362707205906,2025-12-07 02:58:54.731779,2025-12-07 02:58:59.979434,0 days 00:00:05.247655,383,0.6130236854112384,0.0021105302892410723,5,8,288,0.025211868591663925,18.35808303958187,0.7624802020605856,extensive,383,COMPLETE
157,0.0025508572848261433,2025-12-07 02:58:59.982322,2025-12-07 02:59:05.909468,0 days 00:00:05.927146,382,0.6166095611730048,0.0021445145824485656,5,8,316,0.029669628568859442,17.503764449458068,0.786702587568191,extensive,382,COMPLETE
158,0.002936888908831925,2025-12-07 02:59:05.910468,2025-12-07 02:59:14.234270,0 days 00:00:08.323802,382,0.5975355656590201,0.002172085172080353,5,7,474,0.02961102228024557,19.942087557213764,0.8162725962744354,extensive,382,COMPLETE
159,0.0033905999595558547,2025-12-07 02:59:14.235273,2025-12-07 02:59:22.605498,0 days 00:00:08.370225,382,0.5791725391947004,0.002122756332891284,5,7,463,0.07093792322212238,19.82147825615771,0.8072581666451791,extensive,382,COMPLETE
160,0.0033871962232846498,2025-12-07 02:59:22.606500,2025-12-07 02:59:30.639387,0 days 00:00:08.032887,382,0.5856376000047169,0.0018827003429019318,5,7,471,0.006580490467477246,19.934557077448357,0.8122586179601483,extensive,382,COMPLETE
161,0.003154123691414138,2025-12-07 02:59:30.640390,2025-12-07 02:59:38.747016,0 days 00:00:08.106626,383,0.5843022435415849,0.001906874971911085,5,7,470,0.016473292348420536,19.099621521284522,0.8350478677044427,extensive,383,COMPLETE
162,0.0026829903659792986,2025-12-07 02:59:38.748017,2025-12-07 02:59:46.361109,0 days 00:00:07.613092,371,0.5897738890234672,0.0018544839697488787,5,7,449,0.003941651039530851,19.987350924230835,0.8044581046955573,extensive,371,COMPLETE
163,0.0027768663396938362,2025-12-07 02:59:46.362109,2025-12-07 02:59:54.089608,0 days 00:00:07.727499,371,0.5899742085394154,0.0017926514332489926,5,7,454,0.012557488326281188,19.726962146491772,0.8051915314279474,extensive,371,COMPLETE
164,0.001433460320906114,2025-12-07 02:59:54.090611,2025-12-07 03:00:02.938177,0 days 00:00:08.847566,370,0.5893343558748748,0.0019717989484485288,5,7,486,0.21068993003382383,19.967693356028914,0.8082017940143028,extensive,370,COMPLETE
165,0.0019651245430193365,2025-12-07 03:00:02.939180,2025-12-07 03:00:14.093613,0 days 00:00:11.154433,380,0.5657923568869965,0.0017839527305635536,5,7,683,0.007433977127371066,18.832924466258497,0.8320876744230468,extensive,380,COMPLETE
166,0.0029094823241510768,2025-12-07 03:00:14.094519,2025-12-07 03:00:24.911184,0 days 00:00:10.816665,381,0.5541138786488159,0.0017365213282874914,5,7,688,0.0010232183655221432,18.772637850135816,0.8666940294982772,extensive,381,COMPLETE
167,0.0030097832007153955,2025-12-07 03:00:24.912188,2025-12-07 03:00:35.547309,0 days 00:00:10.635121,360,0.5691168704106234,0.0016960566639314164,5,7,649,0.03244049647898118,18.885318089966102,0.8650155940295259,extensive,360,COMPLETE
168,0.0019467337935196911,2025-12-07 03:00:35.548310,2025-12-07 03:00:48.896570,0 days 00:00:13.348260,381,0.5664243644856812,0.0017311472161583028,5,6,823,0.006947527115016545,19.935927737400604,0.8356392656587023,extensive,381,COMPLETE
169,0.0005560827086087036,2025-12-07 03:00:48.897574,2025-12-07 03:01:00.306916,0 days 00:00:11.409342,362,0.5466449592837654,0.0018639420987352183,5,7,682,0.2658342117516052,17.970886826128304,0.8742362008499104,extensive,362,COMPLETE
170,0.003177725402257988,2025-12-07 03:01:00.307918,2025-12-07 03:01:12.347139,0 days 00:00:12.039221,353,0.5892033490959776,0.0013903201234921787,5,7,745,0.03130627275989702,18.444958599615354,0.8489785530900341,extensive,353,COMPLETE
171,0.0024079107110145013,2025-12-07 03:01:12.348139,2025-12-07 03:01:23.938004,0 days 00:00:11.589865,339,0.591869453902618,0.001859601707051301,5,6,736,0.01658805949376364,18.526283370479963,0.8604549499080861,extensive,339,COMPLETE
172,0.0033628864258703115,2025-12-07 03:01:23.938004,2025-12-07 03:01:35.196248,0 days 00:00:11.258244,349,0.5961649583048265,0.0014474027747414487,5,6,708,0.005327037402717701,19.952272185613825,0.8657605376589719,extensive,349,COMPLETE
173,0.0014018153519055703,2025-12-07 03:01:35.197251,2025-12-07 03:01:50.449326,0 days 00:00:15.252075,338,0.595785868018948,0.0016596872823550642,5,6,917,0.19167628713676454,18.19435222756827,0.850560199639826,extensive,338,COMPLETE
174,0.0019351676987490185,2025-12-07 03:01:50.450326,2025-12-07 03:02:03.315730,0 days 00:00:12.865404,355,0.5787487813278127,0.0014327209063539922,5,5,746,0.19227017979896333,19.9990417711113,0.867746160941086,extensive,355,COMPLETE
175,0.002579270910046801,2025-12-07 03:02:03.316730,2025-12-07 03:02:13.505202,0 days 00:00:10.188472,370,0.6127231629162995,0.0014068095788052793,5,5,594,0.016095134932253723,17.79189093634207,0.7976955965154178,extensive,370,COMPLETE
176,0.00238215062768532,2025-12-07 03:02:13.506712,2025-12-07 03:02:27.560343,0 days 00:00:14.053631,372,0.6099737827026058,0.0012128665699071583,5,5,860,0.0073297491299593315,17.965718833300578,0.7991301486909412,extensive,372,COMPLETE
177,0.0026444074907847614,2025-12-07 03:02:27.562343,2025-12-07 03:02:41.447848,0 days 00:00:13.885505,369,0.6075145806368034,0.0012285025869156695,5,5,840,0.016430366434112623,17.753271025891763,0.820656158179161,extensive,369,COMPLETE
178,0.0025899770095462182,2025-12-07 03:02:41.448852,2025-12-07 03:02:56.897314,0 days 00:00:15.448462,346,0.604841421947636,0.001333872443842534,5,5,983,0.007005956139127079,17.254670974307427,0.8842716712418733,extensive,346,COMPLETE
179,0.0030549965504476826,2025-12-07 03:02:56.898318,2025-12-07 03:03:12.092101,0 days 00:00:15.193783,347,0.6034050364423168,0.0012327855853668044,5,5,978,0.0038845789701714593,17.081104785083458,0.8156608380474428,extensive,347,COMPLETE
180,0.0008974609508312451,2025-12-07 03:03:12.093101,2025-12-07 03:03:28.637204,0 days 00:00:16.544103,318,0.5342343108742054,0.0013328730839447884,5,5,1118,0.31023777945051045,16.805875691628636,0.8576281827447162,extensive,318,COMPLETE
181,0.0021462061747061036,2025-12-07 03:03:28.638208,2025-12-07 03:03:44.248482,0 days 00:00:15.610274,345,0.604807905576149,0.0011727402940741643,5,5,1026,4.997646546834461e-05,17.40726685233021,0.8204543122851601,extensive,345,COMPLETE
182,0.002802371682412893,2025-12-07 03:03:44.249485,2025-12-07 03:03:59.116250,0 days 00:00:14.866765,371,0.5884195976789652,0.0012653386464714059,5,4,840,0.14462513347329992,17.32630772198543,0.8829815499465891,extensive,371,COMPLETE
183,0.0020065017792095796,2025-12-07 03:03:59.117255,2025-12-07 03:04:16.386858,0 days 00:00:17.269603,356,0.5902274559595263,0.0013490747083375486,5,4,1006,0.17936647145214285,19.99883991796055,0.8821651928870764,extensive,356,COMPLETE
184,0.0030322057804712164,2025-12-07 03:04:16.387858,2025-12-07 03:04:30.243835,0 days 00:00:13.855977,337,0.5743900246861943,0.0010469909912044833,5,6,850,0.14789530483852995,16.500668400195224,0.8857886621664685,extensive,337,COMPLETE
185,0.0021471551798472412,2025-12-07 03:04:30.245949,2025-12-07 03:04:45.896000,0 days 00:00:15.650051,362,0.5759444887174577,0.0010856630802166685,5,7,924,0.16925501742225385,16.408580336233538,0.8442007850555372,extensive,362,COMPLETE
186,0.0009798781297060872,2025-12-07 03:04:45.898002,2025-12-07 03:04:56.821337,0 days 00:00:10.923335,390,0.5598172124702337,0.0010125710502423895,5,6,620,0.26399934587530305,15.197877197192774,0.8846703440467636,extensive,390,COMPLETE
187,0.0024593787911874423,2025-12-07 03:04:56.822435,2025-12-07 03:05:10.901727,0 days 00:00:14.079292,370,0.5823307825167086,0.0012531751812471402,5,4,804,0.12647469873967543,16.962911438402898,0.8144368168609686,extensive,370,COMPLETE
188,0.00028282956678182813,2025-12-07 03:05:10.902727,2025-12-07 03:05:24.710201,0 days 00:00:13.807474,352,0.5976215677444393,0.0015115866838964302,5,3,846,0.3354086794118829,15.169447348036579,0.7909362250411538,extensive,352,COMPLETE
189,0.0021270192556159806,2025-12-07 03:05:24.711264,2025-12-07 03:05:41.084539,0 days 00:00:16.373275,398,0.5352875744174587,0.0014595692896960401,5,6,945,0.1361807766327206,17.391171972771414,0.8971218969598758,extensive,398,COMPLETE
190,0.0009749753251518204,2025-12-07 03:05:41.085572,2025-12-07 03:05:59.755163,0 days 00:00:18.669591,375,0.5704618705171584,0.001369068705882634,5,7,1100,0.22800870172827076,19.96949424281109,0.8274005686407724,extensive,375,COMPLETE
191,0.002855505791177252,2025-12-07 03:05:59.755163,2025-12-07 03:06:13.272673,0 days 00:00:13.517510,366,0.5818565579069674,0.001251924252699332,5,4,773,0.12936101132491773,16.82436531350363,0.8112024216899268,extensive,366,COMPLETE
192,0.0030549970002655322,2025-12-07 03:06:13.273675,2025-12-07 03:06:25.751636,0 days 00:00:12.477961,364,0.6049520350035118,0.0011249813787338624,5,3,699,0.10867883155802727,16.461835796509895,0.8123868438529113,extensive,364,COMPLETE
193,0.0029000251962484347,2025-12-07 03:06:25.752636,2025-12-07 03:06:39.082843,0 days 00:00:13.330207,366,0.6023822647579251,0.0011819260024228762,5,3,749,0.11811882657136777,14.563660438613663,0.8381628301090008,extensive,366,COMPLETE
194,0.003013497259089245,2025-12-07 03:06:39.084351,2025-12-07 03:06:51.694540,0 days 00:00:12.610189,332,0.5844965829511654,0.0011459439611733965,5,3,754,0.13776944873443053,14.728531095328393,0.8416578167205023,extensive,332,COMPLETE
195,0.002858980109339271,2025-12-07 03:06:51.695292,2025-12-07 03:07:03.261625,0 days 00:00:11.566333,298,0.5865852044607528,0.0010861208368046736,5,3,734,0.15984005692344652,14.416259047367163,0.8415091041203737,extensive,298,COMPLETE
196,0.0015949851632290901,2025-12-07 03:07:03.262438,2025-12-07 03:07:14.177575,0 days 00:00:10.915137,301,0.5594397372265478,0.0011125194728182082,5,3,721,0.2883689223441254,14.220864512085516,0.8427027348874025,extensive,301,COMPLETE
197,0.0027393356505445166,2025-12-07 03:07:14.179079,2025-12-07 03:07:26.641466,0 days 00:00:12.462387,326,0.5808189357681429,0.0010088558888220664,5,2,750,0.16401362061380526,15.364768768858331,0.8375370530153313,extensive,326,COMPLETE
198,0.0008320795218826523,2025-12-07 03:07:26.642477,2025-12-07 03:07:38.832690,0 days 00:00:12.190213,327,0.5771202125937931,0.0010490725888545513,5,2,784,0.3544760614891813,14.72322376158753,0.8703931234173115,extensive,327,COMPLETE
199,0.0024727461860423183,2025-12-07 03:07:38.833690,2025-12-07 03:07:49.628351,0 days 00:00:10.794661,317,0.555788004064337,0.0011349790223695554,5,3,666,0.1832105365682648,15.80391509100056,0.8536600108472283,extensive,317,COMPLETE
200,0.0030478000855782192,2025-12-07 03:07:49.629351,2025-12-07 03:08:01.111203,0 days 00:00:11.481852,287,0.5822757306800067,0.0011741838296743423,5,2,731,0.14385869787424826,14.156325274150047,0.8377989920348521,extensive,287,COMPLETE
201,0.0033283334640455595,2025-12-07 03:08:01.112206,2025-12-07 03:08:12.387160,0 days 00:00:11.274954,278,0.5788266654769584,0.001167418776180498,5,2,732,0.14953474828902286,14.095878172908964,0.8389720936191001,extensive,278,COMPLETE
202,0.0032528106366621254,2025-12-07 03:08:12.388162,2025-12-07 03:08:26.246140,0 days 00:00:13.857978,295,0.5951715588746536,0.001255489464609538,5,2,885,0.12015724482381357,13.724819348624044,0.8281044923599026,extensive,295,COMPLETE
203,0.002349570793029776,2025-12-07 03:08:26.247642,2025-12-07 03:08:39.616290,0 days 00:00:13.368648,285,0.5848320054372772,0.0011771501281342414,5,1,868,0.21842391891205024,14.168032518392629,0.8266865626122294,extensive,285,COMPLETE
204,0.0034754385117538034,2025-12-07 03:08:39.617294,2025-12-07 03:08:50.198551,0 days 00:00:10.581257,271,0.5696257706705696,0.0012534268471612456,5,3,705,0.1329588822726106,13.586453870683656,0.8476322328402767,extensive,271,COMPLETE
205,0.0011768537363625597,2025-12-07 03:08:50.200554,2025-12-07 03:09:00.198378,0 days 00:00:09.997824,269,0.567894162176042,0.0012696964144119046,5,3,704,0.3569865281985324,13.829488300359227,0.8490895035358887,extensive,269,COMPLETE
206,-0.0016559721404409238,2025-12-07 03:09:00.200379,2025-12-07 03:09:03.613945,0 days 00:00:03.413566,257,0.5975003287108783,0.0011112727168872565,5,1,638,4.299458520310756,15.697367530139799,0.8640400122412484,extensive,257,COMPLETE
207,0.0018803058537549082,2025-12-07 03:09:03.614949,2025-12-07 03:09:16.925744,0 days 00:00:13.310795,289,0.5434544850166407,0.0012424200734695357,5,2,901,0.23923422562381855,14.395296018536271,0.8136105957531325,extensive,289,COMPLETE
208,0.0029315306104642502,2025-12-07 03:09:16.926744,2025-12-07 03:09:29.503920,0 days 00:00:12.577176,294,0.5718845230265616,0.001153857995550216,5,2,807,0.16429562412080495,16.35242355511413,0.8361245053164095,extensive,294,COMPLETE
209,0.0006891702758419586,2025-12-07 03:09:29.504924,2025-12-07 03:09:39.839550,0 days 00:00:10.334626,296,0.5074247971962083,0.0011490417817881162,5,2,743,0.3909321722944814,15.973101283405715,0.8378016939667319,extensive,296,COMPLETE
210,0.0038073903983631605,2025-12-07 03:09:39.840553,2025-12-07 03:09:52.329828,0 days 00:00:12.489275,274,0.571054479497736,0.0010713700245981977,5,3,839,0.12034745946763668,13.555748204408715,0.8752065217364444,extensive,274,COMPLETE
211,0.003921377209780104,2025-12-07 03:09:52.330827,2025-12-07 03:10:03.799081,0 days 00:00:11.468254,244,0.5720148906154308,0.0010807495891158444,5,3,812,0.144521518742856,14.407747079372568,0.8741024871202527,extensive,244,COMPLETE
212,0.0031641821761181723,2025-12-07 03:10:03.799720,2025-12-07 03:10:15.104010,0 days 00:00:11.304290,277,0.5687598410969115,0.0010967390668994933,5,3,750,0.13160910128556372,13.559963253364526,0.8536621587939728,extensive,277,COMPLETE
213,0.002254971303738973,2025-12-07 03:10:15.105013,2025-12-07 03:10:26.928908,0 days 00:00:11.823895,277,0.5587671011790507,0.001102609562680373,5,3,799,0.2345678119119731,13.452752691620883,0.8610711660090006,extensive,277,COMPLETE
214,0.002856565232630004,2025-12-07 03:10:26.929908,2025-12-07 03:10:36.723161,0 days 00:00:09.793253,275,0.5735840728591375,0.0010151238996536412,5,2,639,0.14130167124194998,13.30776442802929,0.8480341602278046,extensive,275,COMPLETE
215,0.0023147949092089393,2025-12-07 03:10:36.723866,2025-12-07 03:10:46.240332,0 days 00:00:09.516466,241,0.5678063762038489,0.0010890755895906433,5,3,685,0.2870174754913923,14.1452915681307,0.8702831338963767,extensive,241,COMPLETE
216,0.004075393951936975,2025-12-07 03:10:46.241335,2025-12-07 03:10:58.830500,0 days 00:00:12.589165,255,0.5538828624731982,0.0011736656635449843,5,2,879,0.1341788173794811,15.010927491960285,0.8323086820543385,extensive,255,COMPLETE
217,0.0036888576438670606,2025-12-07 03:10:58.831500,2025-12-07 03:11:11.698699,0 days 00:00:12.867199,264,0.5613293663545709,0.0011761860345598195,5,2,882,0.1273433867808119,15.616941107979004,0.8552662171275913,extensive,264,COMPLETE
218,0.0004915777521979173,2025-12-07 03:11:11.701703,2025-12-07 03:11:23.130316,0 days 00:00:11.428613,224,0.5226922853507963,0.001433401190769528,5,2,947,0.44928482847995754,16.286446904226587,0.8555123629668715,extensive,224,COMPLETE
219,0.002747425117811786,2025-12-07 03:11:23.132317,2025-12-07 03:11:37.505231,0 days 00:00:14.372914,259,0.5481717919047988,0.0010009783695072384,5,1,1026,0.24187209331545279,12.921721068707667,0.8750950536037599,extensive,259,COMPLETE
220,0.003316524297730513,2025-12-07 03:11:37.506230,2025-12-07 03:11:49.671662,0 days 00:00:12.165432,250,0.5336318666343524,0.0016257208910181373,5,2,872,0.10842532027341226,1.943556160272302,0.8245285731727516,extensive,250,COMPLETE
221,0.003689935962040406,2025-12-07 03:11:49.672662,2025-12-07 03:12:02.560205,0 days 00:00:12.887543,265,0.5323057951083933,0.0011883338222817474,5,2,903,0.137478480811256,2.976587187141385,0.8268345920058229,extensive,265,COMPLETE
222,0.004724310234548039,2025-12-07 03:12:02.561706,2025-12-07 03:12:15.065142,0 days 00:00:12.503436,250,0.5355730494720568,0.001139334114661753,5,2,900,0.12268958046372215,2.2513306674580766,0.827025700753371,extensive,250,COMPLETE
223,0.0035579990720785437,2025-12-07 03:12:15.066141,2025-12-07 03:12:27.504865,0 days 00:00:12.438724,253,0.49965618351437485,0.0013572094243833894,5,1,896,0.10793866390994014,2.0189306446517947,0.8232798350491277,extensive,253,COMPLETE
224,0.00212683235774754,2025-12-07 03:12:27.505828,2025-12-07 03:12:41.786686,0 days 00:00:14.280858,256,0.5121728778957885,0.001584710326932633,5,1,1067,0.2818878282467445,1.14111715822622,0.8260077101819955,extensive,256,COMPLETE
225,0.0021046088561698837,2025-12-07 03:12:41.788190,2025-12-07 03:12:53.820355,0 days 00:00:12.032165,230,0.4797250980917793,0.0013561854781035144,5,2,910,0.11592902035517118,2.4875870675840583,0.8291723135639117,extensive,230,COMPLETE
226,0.003065189361393439,2025-12-07 03:12:53.821358,2025-12-07 03:13:05.575205,0 days 00:00:11.753847,246,0.5230229384022402,0.0012121626211914237,5,1,886,0.33025052350946527,1.7725756319114454,0.8531546332750508,extensive,246,COMPLETE
227,0.0029097647765736756,2025-12-07 03:13:05.576715,2025-12-07 03:13:17.421519,0 days 00:00:11.844804,252,0.5238242108969802,0.0011781731953737164,5,1,887,0.3291896595584737,1.7313711931744868,0.850543621419635,extensive,252,COMPLETE
228,0.003040972210287022,2025-12-07 03:13:17.422519,2025-12-07 03:13:47.566756,0 days 00:00:30.144237,246,0.48588405862742007,0.0012770537217794303,10,2,940,0.24849036493382504,1.5393548810347712,0.8229404407965012,extensive,246,COMPLETE
229,0.0007053590901137108,2025-12-07 03:13:47.567760,2025-12-07 03:14:00.336927,0 days 00:00:12.769167,267,0.48358473260326834,0.0013525850501257912,5,2,986,0.39078405729356325,1.5308390477520966,0.8211704490545187,extensive,267,COMPLETE
230,0.0034269385592848867,2025-12-07 03:14:00.337931,2025-12-07 03:14:12.982443,0 days 00:00:12.644512,247,0.49682042455073155,0.0012007033533812314,5,1,948,0.25479727181313583,1.7763133424604867,0.8274781566467397,extensive,247,COMPLETE
231,0.003437559049655259,2025-12-07 03:14:12.982443,2025-12-07 03:14:25.563518,0 days 00:00:12.581075,248,0.49309384168792153,0.0012431343363240289,5,1,953,0.24895477717114833,2.030840173202037,0.8267897734590193,extensive,248,COMPLETE
232,0.003473413031365428,2025-12-07 03:14:25.564522,2025-12-07 03:14:38.316477,0 days 00:00:12.751955,245,0.5320591209401347,0.0012769843521127076,5,1,948,0.2641297148886902,1.9846381752366293,0.8291864686967197,extensive,245,COMPLETE
233,0.0013064902953380624,2025-12-07 03:14:38.317528,2025-12-07 03:14:53.174750,0 days 00:00:14.857222,220,0.5310531387302857,0.001249882241663935,5,1,1165,0.27285604204798386,2.0032333774286673,0.8283271454918698,extensive,220,COMPLETE
234,0.0018775414541371733,2025-12-07 03:14:53.175748,2025-12-07 03:15:09.588681,0 days 00:00:16.412933,247,0.4997533368601256,0.0014719547804710289,5,1,1298,0.3450225699196717,1.9167940292735857,0.80846308814551,extensive,247,COMPLETE
235,0.004171563732288774,2025-12-07 03:15:09.589680,2025-12-07 03:15:22.778871,0 days 00:00:13.189191,237,0.4988983946996687,0.0013040121458335711,5,1,999,0.21629019221306436,2.635405052356618,0.8517183272316047,extensive,237,COMPLETE
236,0.002519675746473826,2025-12-07 03:15:22.779871,2025-12-07 03:15:36.343214,0 days 00:00:13.563343,215,0.4936286939367865,0.001346192492564366,5,1,1071,0.21898768114105382,1.743946875398632,0.8476137247617032,extensive,215,COMPLETE
237,0.0007254664281217682,2025-12-07 03:15:36.343721,2025-12-07 03:15:47.770159,0 days 00:00:11.426438,235,0.4531569637320133,0.001284626671062078,5,1,980,0.45166889784490427,2.7401348166911155,0.8157977603805374,extensive,235,COMPLETE
238,0.0032287992020279357,2025-12-07 03:15:47.771164,2025-12-07 03:16:00.461510,0 days 00:00:12.690346,265,0.5175538275781125,0.0015666532341603186,5,1,892,0.09534687779562491,2.0963421799448416,0.8566606294068649,extensive,265,COMPLETE
239,0.0019601876328118792,2025-12-07 03:16:00.462508,2025-12-07 03:16:12.454163,0 days 00:00:11.991655,264,0.5214288529945781,0.001552403064076233,5,1,863,0.2811985819480806,2.2067304350298103,0.8539685243718024,extensive,264,COMPLETE
240,0.0036239893675975208,2025-12-07 03:16:12.455435,2025-12-07 03:16:25.042066,0 days 00:00:12.586631,244,0.5031796918188991,0.0014439356216952364,5,1,918,0.11263079992235078,2.038621832691328,0.8606561499039534,extensive,244,COMPLETE
241,0.0034977942226852576,2025-12-07 03:16:25.043069,2025-12-07 03:16:37.290337,0 days 00:00:12.247268,243,0.47145290816761715,0.0014399941856121884,5,1,911,0.11674212623948049,2.348770633366151,0.8614636519249943,extensive,243,COMPLETE
242,0.0038335136674588766,2025-12-07 03:16:37.293104,2025-12-07 03:16:49.543868,0 days 00:00:12.250764,242,0.5036511551267021,0.0014925896822422047,5,1,911,0.20973433293153199,2.3515324715696684,0.8610811124168569,extensive,242,COMPLETE
243,0.0035813086909701384,2025-12-07 03:16:49.545873,2025-12-07 03:17:03.249750,0 days 00:00:13.703877,239,0.476385161941542,0.0014674309902040954,5,1,1045,0.20646625695304976,2.4431964056488185,0.8626995687413805,extensive,239,COMPLETE
244,0.003488998104678768,2025-12-07 03:17:03.250752,2025-12-07 03:17:16.607917,0 days 00:00:13.357165,240,0.47174702566038457,0.0014618503817241748,5,1,1020,0.21192764775396083,2.4012702905506216,0.8629148169015851,extensive,240,COMPLETE
245,0.003384332503209094,2025-12-07 03:17:16.608917,2025-12-07 03:17:31.456155,0 days 00:00:14.847238,237,0.4624570294024402,0.0014638551345863204,5,1,1163,0.23088136726509237,2.3810575893501955,0.8737457261770089,extensive,237,COMPLETE
246,0.00025842679248300193,2025-12-07 03:17:31.457155,2025-12-07 03:17:45.063076,0 days 00:00:13.605921,209,0.47380643071801926,0.0015977506636155458,5,1,1207,0.4313590098922052,2.529211854398093,0.8769849817568705,extensive,209,COMPLETE
247,0.0029796931573327448,2025-12-07 03:17:45.064623,2025-12-07 03:17:58.392697,0 days 00:00:13.328074,239,0.44238773545942633,0.0014863904307964334,5,1,1049,0.23000797638941337,3.28611782317379,0.8633854492120671,extensive,239,COMPLETE
248,0.0038465128453695576,2025-12-07 03:17:58.393701,2025-12-07 03:18:12.446207,0 days 00:00:14.052506,253,0.5018579589717912,0.001392623458418527,5,1,1040,0.22789177953294698,2.1971481549164467,0.8990575883952288,extensive,253,COMPLETE
249,8.335321168143987e-05,2025-12-07 03:18:12.447206,2025-12-07 03:18:24.375288,0 days 00:00:11.928082,230,0.4585247342042957,0.001430912306957094,5,2,1121,0.5348054784609151,2.3622919732628427,0.894574993572473,extensive,230,COMPLETE
250,0.0030492584643413054,2025-12-07 03:18:24.376525,2025-12-07 03:18:37.590388,0 days 00:00:13.213863,247,0.4685587314678797,0.0014162575542524005,5,1,1029,0.331222726897962,2.177984943840008,0.8751589050167782,extensive,247,COMPLETE
251,0.0038882844037097706,2025-12-07 03:18:37.591398,2025-12-07 03:18:51.054758,0 days 00:00:13.463360,255,0.49676021304137147,0.0013091558092465827,5,2,992,0.22983607935258232,2.9392101479046695,0.8999424653511292,extensive,255,COMPLETE
252,0.003285299470194588,2025-12-07 03:18:51.055764,2025-12-07 03:19:07.024318,0 days 00:00:15.968554,253,0.4855160402893524,0.001485577603471908,5,1,1207,0.23746125474365115,2.8804689874537472,0.8967623175997608,extensive,253,COMPLETE
253,0.0017767484834413,2025-12-07 03:19:07.026324,2025-12-07 03:19:18.889091,0 days 00:00:11.862767,240,0.4995820572186715,0.0013355197331810001,5,1,962,0.4289196376427048,2.626969443841209,0.8860632131332911,extensive,240,COMPLETE
254,0.0009945591874249333,2025-12-07 03:19:18.890092,2025-12-07 03:19:32.704393,0 days 00:00:13.814301,228,0.5041983481981088,0.0016492138961814915,5,2,1071,0.2340480964235912,3.3161911855099895,0.8727897611028695,extensive,228,COMPLETE
255,-0.0016559721404409238,2025-12-07 03:19:32.705245,2025-12-07 03:19:38.257576,0 days 00:00:05.552331,255,0.49562347743590934,0.0013863382279529477,5,1,1161,2.8945073602137015,2.333378161644956,0.8849494535192867,extensive,255,COMPLETE
256,0.0016392293717338118,2025-12-07 03:19:38.258576,2025-12-07 03:19:50.651444,0 days 00:00:12.392868,235,0.4697879806190528,0.0015004360387744977,5,2,991,0.3367041011798383,2.9911075634272777,0.8975548270567089,extensive,235,COMPLETE
257,0.002991650786930052,2025-12-07 03:19:50.652444,2025-12-07 03:20:03.943494,0 days 00:00:13.291050,264,0.5068359174808098,0.0013155801629706836,5,1,952,0.21335500270405483,1.9335393284431204,0.8639756552455905,extensive,264,COMPLETE
258,0.0025420464718395688,2025-12-07 03:20:03.944503,2025-12-07 03:20:17.681878,0 days 00:00:13.737375,248,0.5333019343865546,0.0016060230893549083,5,2,1048,0.3530113371553396,2.1188233288417786,0.87352587900095,extensive,248,COMPLETE
259,-0.0642040496054761,2025-12-07 03:20:17.683012,2025-12-07 03:20:30.371109,0 days 00:00:12.688097,259,0.49042902469792976,0.01629140744486248,5,1,936,0.20508840666383585,2.3963630784001237,0.8644134066385374,extensive,259,COMPLETE
260,0.003636210749698406,2025-12-07 03:20:30.373169,2025-12-07 03:20:44.444341,0 days 00:00:14.071172,239,0.4246443451206191,0.0013958900151401401,5,1,1109,0.2095612942274948,1.3092461236699646,0.885008690173982,extensive,239,COMPLETE
261,0.000971942576466378,2025-12-07 03:20:44.445344,2025-12-07 03:20:56.855552,0 days 00:00:12.410208,209,0.4502306232122589,0.0013322058827908944,5,1,1103,0.4507953823734712,2.8792683849305583,0.8879876651474536,extensive,209,COMPLETE
262,0.003256697923104864,2025-12-07 03:20:56.857555,2025-12-07 03:21:10.180041,0 days 00:00:13.322486,240,0.474767046601567,0.0014094930020330343,5,1,1032,0.2569613700929274,1.3070589982490035,0.8793844220161422,extensive,240,COMPLETE
