number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
55,-0.010962857790832356,2025-12-04 20:04:10.484133,2025-12-04 20:04:35.529026,0 days 00:00:25.044893,0.7112048804505432,0.016331458710900644,6,1,444,0.7019283500402147,1.7256332801873846,0.8599293869587389,advanced,COMPLETE
56,-0.0016975702647880435,2025-12-04 20:04:35.530531,2025-12-04 20:04:55.362581,0 days 00:00:19.832050,0.5848851455620406,0.01011132193000148,3,6,874,1.0603129297693672,1.2867289111362108,0.8222021544787119,extensive,COMPLETE
57,-0.0050370471917962805,2025-12-04 20:04:55.363583,2025-12-04 20:05:08.470076,0 days 00:00:13.106493,0.4185090418074336,0.00746182644735475,5,2,496,0.5244992144310489,2.2246582558896604,0.7778832772860487,medium,COMPLETE
58,-0.0007499863754933204,2025-12-04 20:05:08.470581,2025-12-04 20:05:19.265427,0 days 00:00:10.794846,0.5516293303715489,0.0025279447717205406,5,11,359,1.4337869696369563,0.9860851503262567,0.8982644909401419,advanced,COMPLETE
59,-0.0009470627425554786,2025-12-04 20:05:19.266427,2025-12-04 20:05:44.052479,0 days 00:00:24.786052,0.6214473642595816,0.005006444484779961,3,16,1795,2.3732547110812847,4.257101933779258,0.8752413221004774,extensive,COMPLETE
60,-0.026319212038461437,2025-12-04 20:05:44.052981,2025-12-04 20:05:52.448348,0 days 00:00:08.395367,0.5916804145571708,0.03070812888979104,4,3,311,0.43942489933877027,0.6379105959465604,0.8448051220662298,medium,COMPLETE
61,-0.0005520484205913482,2025-12-04 20:05:52.449349,2025-12-04 20:06:10.036320,0 days 00:00:17.586971,0.44570437601566654,0.003112774780915413,4,4,706,1.110512976488416,1.5945858723430109,0.7299810196015353,advanced,COMPLETE
62,-0.006254385457345357,2025-12-04 20:06:10.038320,2025-12-04 20:07:12.187869,0 days 00:01:02.149549,0.4705411987045095,0.0039331394237271545,5,1,2150,0.8665246542358831,3.0673885039140996,0.8149011443526049,extensive,COMPLETE
63,-0.00095851397473908,2025-12-04 20:07:12.188869,2025-12-04 20:07:22.702635,0 days 00:00:10.513766,0.5096381566722368,0.006313434836552091,4,3,1189,1.6148754493733286,0.863663407972264,0.3539802577310378,medium,COMPLETE
64,-0.00027796553970467947,2025-12-04 20:07:22.703634,2025-12-04 20:07:35.566189,0 days 00:00:12.862555,0.5378490422728563,0.0036081243426483124,3,8,530,1.1320663218457798,2.4287646053377423,0.7535824226004106,advanced,COMPLETE
