number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
132,-0.0016559721242364045,2025-12-08 13:32:12.890929,2025-12-08 13:32:14.222165,0 days 00:00:01.331236,0.004093439013308061,extensive,final,lasso,pca_block,True,COMPLETE
133,-0.0016559721242364045,2025-12-08 13:32:14.222976,2025-12-08 13:32:15.522584,0 days 00:00:01.299608,0.2301182824092685,extensive,final,lasso,pca_block,True,COMPLETE
134,-0.0016559721242364045,2025-12-08 13:32:15.522916,2025-12-08 13:32:16.807417,0 days 00:00:01.284501,0.06905171021582025,extensive,final,lasso,pca_block,True,COMPLETE
135,-0.0016559721242364045,2025-12-08 13:32:16.807417,2025-12-08 13:32:18.140450,0 days 00:00:01.333033,0.0011507050841550728,extensive,final,lasso,pca_block,True,COMPLETE
136,-0.0016559721242364045,2025-12-08 13:32:18.140450,2025-12-08 13:32:19.489522,0 days 00:00:01.349072,3.763279635919367,extensive,final,lasso,pca_block,True,COMPLETE
137,-0.0016559721242364045,2025-12-08 13:32:19.489856,2025-12-08 13:32:20.918950,0 days 00:00:01.429094,0.3247565832824457,extensive,final,lasso,pca_block,True,COMPLETE
138,-0.0016559721242364045,2025-12-08 13:32:20.918950,2025-12-08 13:32:22.256630,0 days 00:00:01.337680,0.05104132945611211,extensive,final,lasso,pca_block,True,COMPLETE
139,-0.0016559721242364045,2025-12-08 13:32:22.256630,2025-12-08 13:32:23.607033,0 days 00:00:01.350403,0.006425519016208526,extensive,final,lasso,pca_block,True,COMPLETE
140,-0.0016559721242364045,2025-12-08 13:32:23.607033,2025-12-08 13:32:24.940609,0 days 00:00:01.333576,0.5345678489445239,extensive,final,lasso,pca_block,True,COMPLETE
141,-0.0016559721242364045,2025-12-08 13:32:24.940609,2025-12-08 13:32:26.256730,0 days 00:00:01.316121,0.033530272320646426,extensive,final,lasso,pca_block,True,COMPLETE
142,-0.001853257929256132,2025-12-08 13:32:26.257509,2025-12-08 13:32:27.574209,0 days 00:00:01.316700,0.0006930716815863084,extensive,final,lasso,pca_block,True,COMPLETE
143,-0.0016559721242364045,2025-12-08 13:32:27.574209,2025-12-08 13:32:28.973737,0 days 00:00:01.399528,0.10495777793969788,extensive,final,lasso,pca_block,True,COMPLETE
144,-0.0016559721242364045,2025-12-08 13:32:28.973737,2025-12-08 13:32:30.288133,0 days 00:00:01.314396,0.01105269974085656,extensive,final,lasso,pca_block,True,COMPLETE
145,-0.0016559721242364045,2025-12-08 13:32:30.289134,2025-12-08 13:32:31.590888,0 days 00:00:01.301754,6.805142543174151,extensive,final,lasso,pca_block,True,COMPLETE
146,-0.0016559721242364045,2025-12-08 13:32:31.590888,2025-12-08 13:32:32.907444,0 days 00:00:01.316556,0.42488030071564337,extensive,final,lasso,pca_block,True,COMPLETE
147,-0.0016559721242364045,2025-12-08 13:32:32.907851,2025-12-08 13:32:34.222569,0 days 00:00:01.314718,0.045157468942192726,extensive,final,lasso,pca_block,True,COMPLETE
