number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
104,-0.0016559721242364045,2025-12-08 13:24:03.294607,2025-12-08 13:24:04.728423,0 days 00:00:01.433816,0.02954729384840582,extensive,final,lasso,pca_hybrid,True,COMPLETE
105,-0.0016559721242364045,2025-12-08 13:24:04.729427,2025-12-08 13:24:06.129523,0 days 00:00:01.400096,0.061568954052551,extensive,final,lasso,pca_hybrid,True,COMPLETE
106,-0.0016559721242364045,2025-12-08 13:24:06.130403,2025-12-08 13:24:07.478401,0 days 00:00:01.347998,0.15973549433892748,extensive,final,lasso,pca_hybrid,True,COMPLETE
107,-0.0016559721242364045,2025-12-08 13:24:07.478401,2025-12-08 13:24:08.893656,0 days 00:00:01.415255,0.1165054399982266,extensive,final,lasso,pca_hybrid,True,COMPLETE
108,-0.0016559721242364045,2025-12-08 13:24:08.893656,2025-12-08 13:24:10.327833,0 days 00:00:01.434177,0.0043317866502633855,extensive,final,lasso,pca_hybrid,True,COMPLETE
109,-0.0016559721242364045,2025-12-08 13:24:10.327833,2025-12-08 13:24:11.811305,0 days 00:00:01.483472,0.0017415104286131575,extensive,final,lasso,pca_hybrid,True,COMPLETE
110,-0.0016559721242364045,2025-12-08 13:24:11.811305,2025-12-08 13:24:13.345190,0 days 00:00:01.533885,0.0009437928171460485,extensive,final,lasso,pca_hybrid,True,COMPLETE
111,-0.0016559721242364045,2025-12-08 13:24:13.345190,2025-12-08 13:24:14.844741,0 days 00:00:01.499551,9.603157185464285,extensive,final,lasso,pca_hybrid,True,COMPLETE
112,-0.0016559721242364045,2025-12-08 13:24:14.844741,2025-12-08 13:24:16.148936,0 days 00:00:01.304195,3.464813611600078,extensive,final,lasso,pca_hybrid,True,COMPLETE
113,-0.0016559721242364045,2025-12-08 13:24:16.148936,2025-12-08 13:24:17.428645,0 days 00:00:01.279709,0.4876080443716343,extensive,final,lasso,pca_hybrid,True,COMPLETE
114,-0.0016559721242364045,2025-12-08 13:24:17.428645,2025-12-08 13:24:18.878318,0 days 00:00:01.449673,7.236411779393433,extensive,final,lasso,pca_hybrid,True,COMPLETE
