number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
157,-441600454.5746885,2025-12-07 16:01:08.697065,2025-12-07 16:01:11.217008,0 days 00:00:02.519943,advanced,COMPLETE
158,-441600454.5746885,2025-12-07 16:01:11.217965,2025-12-07 16:01:13.753581,0 days 00:00:02.535616,advanced,COMPLETE
159,-441600454.5746885,2025-12-07 16:01:13.753581,2025-12-07 16:01:16.254889,0 days 00:00:02.501308,advanced,COMPLETE
160,-441600454.5746885,2025-12-07 16:01:16.254889,2025-12-07 16:01:19.031750,0 days 00:00:02.776861,advanced,COMPLETE
161,-441600454.5746885,2025-12-07 16:01:19.031750,2025-12-07 16:01:21.738775,0 days 00:00:02.707025,advanced,COMPLETE
162,-441600454.5746885,2025-12-07 16:01:21.738775,2025-12-07 16:01:24.248616,0 days 00:00:02.509841,advanced,COMPLETE
163,-441600454.5746885,2025-12-07 16:01:24.250121,2025-12-07 16:01:26.579899,0 days 00:00:02.329778,advanced,COMPLETE
164,-441600454.5746885,2025-12-07 16:01:26.579899,2025-12-07 16:01:29.133879,0 days 00:00:02.553980,advanced,COMPLETE
165,-441600454.5746885,2025-12-07 16:01:29.133879,2025-12-07 16:01:31.700353,0 days 00:00:02.566474,advanced,COMPLETE
166,-441600454.5746885,2025-12-07 16:01:31.701615,2025-12-07 16:01:34.382055,0 days 00:00:02.680440,advanced,COMPLETE
167,-441600454.5746885,2025-12-07 16:01:34.382405,2025-12-07 16:01:36.898524,0 days 00:00:02.516119,advanced,COMPLETE
168,-441600454.5746885,2025-12-07 16:01:36.898524,2025-12-07 16:01:39.375301,0 days 00:00:02.476777,advanced,COMPLETE
169,-441600454.5746885,2025-12-07 16:01:39.375301,2025-12-07 16:01:41.870571,0 days 00:00:02.495270,advanced,COMPLETE
170,-441600454.5746885,2025-12-07 16:01:41.870571,2025-12-07 16:01:44.351192,0 days 00:00:02.480621,advanced,COMPLETE
171,-441600454.5746885,2025-12-07 16:01:44.351192,2025-12-07 16:01:46.871227,0 days 00:00:02.520035,advanced,COMPLETE
172,-441600454.5746885,2025-12-07 16:01:46.871227,2025-12-07 16:01:49.371393,0 days 00:00:02.500166,advanced,COMPLETE
