number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
131,-10238.22494424774,2025-12-07 16:52:46.283901,2025-12-07 16:52:48.287841,0 days 00:00:02.003940,435.01644315555484,extensive,COMPLETE
132,-4621.025670361542,2025-12-07 16:52:48.288841,2025-12-07 16:52:50.301186,0 days 00:00:02.012345,994.4454498566239,extensive,COMPLETE
133,-6234.112659778435,2025-12-07 16:52:50.302359,2025-12-07 16:52:52.384643,0 days 00:00:02.082284,707.9221515117392,extensive,COMPLETE
134,-30431192.182278078,2025-12-07 16:52:52.385595,2025-12-07 16:52:54.405713,0 days 00:00:02.020118,0.001252818735576637,extensive,COMPLETE
135,-8636.131114011263,2025-12-07 16:52:54.407044,2025-12-07 16:52:56.414916,0 days 00:00:02.007872,509.8850035702318,extensive,COMPLETE
136,-4771.409227293117,2025-12-07 16:52:56.414916,2025-12-07 16:52:58.416175,0 days 00:00:02.001259,956.8540142007728,extensive,COMPLETE
137,-4602.456648443647,2025-12-07 16:52:58.417621,2025-12-07 16:53:00.494001,0 days 00:00:02.076380,999.3162954777592,extensive,COMPLETE
138,-13121.116335681452,2025-12-07 16:53:00.494001,2025-12-07 16:53:02.523896,0 days 00:00:02.029895,349.02074593232817,extensive,COMPLETE
139,-6439.145576280687,2025-12-07 16:53:02.525903,2025-12-07 16:53:04.664863,0 days 00:00:02.138960,684.0669480331142,extensive,COMPLETE
140,-8057.079715885698,2025-12-07 16:53:04.664863,2025-12-07 16:53:06.734605,0 days 00:00:02.069742,545.2034465746475,extensive,COMPLETE
141,-4832.898196377104,2025-12-07 16:53:06.735308,2025-12-07 16:53:08.815760,0 days 00:00:02.080452,942.3754203626982,extensive,COMPLETE
142,-6064.036806395544,2025-12-07 16:53:08.816769,2025-12-07 16:53:10.895705,0 days 00:00:02.078936,729.2197242954063,extensive,COMPLETE
143,-4653.362980723575,2025-12-07 16:53:10.895705,2025-12-07 16:53:12.949386,0 days 00:00:02.053681,986.0873313038312,extensive,COMPLETE
144,-8169.950569560559,2025-12-07 16:53:12.949897,2025-12-07 16:53:15.056387,0 days 00:00:02.106490,537.8727290125437,extensive,COMPLETE
145,-4606.404088024454,2025-12-07 16:53:15.057448,2025-12-07 16:53:17.163757,0 days 00:00:02.106309,998.2764243292592,extensive,COMPLETE
146,-11497.791935330291,2025-12-07 16:53:17.165263,2025-12-07 16:53:19.215247,0 days 00:00:02.049984,391.86303752560866,extensive,COMPLETE
147,-6172.532182391419,2025-12-07 16:53:19.216253,2025-12-07 16:53:21.270588,0 days 00:00:02.054335,715.4668724181043,extensive,COMPLETE
148,-17149.978836755046,2025-12-07 16:53:21.271588,2025-12-07 16:53:23.288509,0 days 00:00:02.016921,278.2582065411964,extensive,COMPLETE
149,-10798.358694667695,2025-12-07 16:53:23.290517,2025-12-07 16:53:25.322972,0 days 00:00:02.032455,414.50104905987484,extensive,COMPLETE
150,-4603.46339926222,2025-12-07 16:53:25.323977,2025-12-07 16:53:27.238495,0 days 00:00:01.914518,999.0508601182426,extensive,COMPLETE
151,-5969.631859060698,2025-12-07 16:53:27.238495,2025-12-07 16:53:29.254980,0 days 00:00:02.016485,741.690886211796,extensive,COMPLETE
152,-4786.2612332170165,2025-12-07 16:53:29.256203,2025-12-07 16:53:31.237131,0 days 00:00:01.980928,953.3116108379115,extensive,COMPLETE
153,-7936.492263932359,2025-12-07 16:53:31.240428,2025-12-07 16:53:33.118940,0 days 00:00:01.878512,553.2990325933272,extensive,COMPLETE
154,-6411.4243468679115,2025-12-07 16:53:33.118940,2025-12-07 16:53:35.166095,0 days 00:00:02.047155,687.1837673067986,extensive,COMPLETE
155,-8401.356928144121,2025-12-07 16:53:35.166095,2025-12-07 16:53:37.235558,0 days 00:00:02.069463,523.5412469038753,extensive,COMPLETE
156,-14463.113959941838,2025-12-07 16:53:37.237419,2025-12-07 16:53:39.301653,0 days 00:00:02.064234,321.0499882875499,extensive,COMPLETE
157,-4779.297264541132,2025-12-07 16:53:39.301653,2025-12-07 16:53:41.302089,0 days 00:00:02.000436,954.968968984218,extensive,COMPLETE
158,-6106.357106641201,2025-12-07 16:53:41.303094,2025-12-07 16:53:43.345512,0 days 00:00:02.042418,723.7835332253625,extensive,COMPLETE
159,-9762.654587866024,2025-12-07 16:53:43.345512,2025-12-07 16:53:45.368377,0 days 00:00:02.022865,454.4350535504461,extensive,COMPLETE
160,-4721.964103662544,2025-12-07 16:53:45.369232,2025-12-07 16:53:47.363709,0 days 00:00:01.994477,968.8615271946389,extensive,COMPLETE
161,-6433.808857218996,2025-12-07 16:53:47.365582,2025-12-07 16:53:49.338363,0 days 00:00:01.972781,684.6644433017955,extensive,COMPLETE
162,-30012469.9672872,2025-12-07 16:53:49.340372,2025-12-07 16:53:51.353640,0 days 00:00:02.013268,0.03193912773814254,extensive,COMPLETE
163,-4652.474739001825,2025-12-07 16:53:51.353640,2025-12-07 16:53:53.373729,0 days 00:00:02.020089,986.3148332512491,extensive,COMPLETE
164,-8152.510408794183,2025-12-07 16:53:53.374724,2025-12-07 16:53:55.410014,0 days 00:00:02.035290,538.9903269674091,extensive,COMPLETE
165,-6360.457620072643,2025-12-07 16:53:55.412019,2025-12-07 16:53:57.420151,0 days 00:00:02.008132,693.0005180869325,extensive,COMPLETE
166,-12352.435015842564,2025-12-07 16:53:57.424276,2025-12-07 16:53:59.437301,0 days 00:00:02.013025,367.8499935715338,extensive,COMPLETE
167,-5838.209595690529,2025-12-07 16:53:59.437301,2025-12-07 16:54:01.404907,0 days 00:00:01.967606,759.8904066359578,extensive,COMPLETE
168,-4718.989009828448,2025-12-07 16:54:01.404907,2025-12-07 16:54:03.290760,0 days 00:00:01.885853,969.5947202668872,extensive,COMPLETE
169,-951892.7439591564,2025-12-07 16:54:03.290760,2025-12-07 16:54:05.262092,0 days 00:00:01.971332,4.396971508374938,extensive,COMPLETE
170,-4658.725034990229,2025-12-07 16:54:05.262092,2025-12-07 16:54:07.305766,0 days 00:00:02.043674,984.7164363280195,extensive,COMPLETE
171,-8371.792517642982,2025-12-07 16:54:07.305766,2025-12-07 16:54:09.346591,0 days 00:00:02.040825,525.3222635583114,extensive,COMPLETE
172,-4653.317097007186,2025-12-07 16:54:09.347096,2025-12-07 16:54:11.457916,0 days 00:00:02.110820,986.099080474234,extensive,COMPLETE
173,-4704.475151237599,2025-12-07 16:54:11.462754,2025-12-07 16:54:13.557099,0 days 00:00:02.094345,973.1893227687951,extensive,COMPLETE
174,-4630.306395730912,2025-12-07 16:54:13.557099,2025-12-07 16:54:15.594029,0 days 00:00:02.036930,992.0306643519132,extensive,COMPLETE
175,-7284.372513194838,2025-12-07 16:54:15.595229,2025-12-07 16:54:17.641315,0 days 00:00:02.046086,602.4896268243482,extensive,COMPLETE
176,-10837.566187173727,2025-12-07 16:54:17.642819,2025-12-07 16:54:19.690580,0 days 00:00:02.047761,413.1499030293608,extensive,COMPLETE
177,-6488.393564522158,2025-12-07 16:54:19.690580,2025-12-07 16:54:21.736151,0 days 00:00:02.045571,678.6093959292705,extensive,COMPLETE
178,-4645.109161377887,2025-12-07 16:54:21.736665,2025-12-07 16:54:23.802349,0 days 00:00:02.065684,988.2058437199753,extensive,COMPLETE
179,-8655.504147404035,2025-12-07 16:54:23.802349,2025-12-07 16:54:25.785556,0 days 00:00:01.983207,508.79528446896813,extensive,COMPLETE
180,-16279.287369587306,2025-12-07 16:54:25.785556,2025-12-07 16:54:27.809713,0 days 00:00:02.024157,290.589089524517,extensive,COMPLETE
181,-6095.422237335202,2025-12-07 16:54:27.809713,2025-12-07 16:54:29.912943,0 days 00:00:02.103230,725.1792323224288,extensive,COMPLETE
182,-4713.410059726,2025-12-07 16:54:29.915130,2025-12-07 16:54:31.975058,0 days 00:00:02.059928,970.9729467255924,extensive,COMPLETE
