number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
200,-34.77475430736301,2025-12-07 15:40:12.239103,2025-12-07 15:40:12.441227,0 days 00:00:00.202124,none,COMPLETE
201,-34.77475430736301,2025-12-07 15:40:12.441227,2025-12-07 15:40:12.655436,0 days 00:00:00.214209,none,COMPLETE
202,-34.77475430736301,2025-12-07 15:40:12.655436,2025-12-07 15:40:12.857281,0 days 00:00:00.201845,none,COMPLETE
203,-34.77475430736301,2025-12-07 15:40:12.857281,2025-12-07 15:40:13.055772,0 days 00:00:00.198491,none,COMPLETE
204,-34.77475430736301,2025-12-07 15:40:13.055772,2025-12-07 15:40:13.256815,0 days 00:00:00.201043,none,COMPLETE
205,-34.77475430736301,2025-12-07 15:40:13.256815,2025-12-07 15:40:13.453760,0 days 00:00:00.196945,none,COMPLETE
206,-34.77475430736301,2025-12-07 15:40:13.453760,2025-12-07 15:40:13.655339,0 days 00:00:00.201579,none,COMPLETE
207,-34.77475430736301,2025-12-07 15:40:13.655339,2025-12-07 15:40:13.856848,0 days 00:00:00.201509,none,COMPLETE
208,-34.77475430736301,2025-12-07 15:40:13.856848,2025-12-07 15:40:14.056211,0 days 00:00:00.199363,none,COMPLETE
209,-34.77475430736301,2025-12-07 15:40:14.056211,2025-12-07 15:40:14.272656,0 days 00:00:00.216445,none,COMPLETE
210,-34.77475430736301,2025-12-07 15:40:14.272656,2025-12-07 15:40:14.472516,0 days 00:00:00.199860,none,COMPLETE
211,-34.77475430736301,2025-12-07 15:40:14.472516,2025-12-07 15:40:14.690157,0 days 00:00:00.217641,none,COMPLETE
