number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
203,-12384.890196644235,2025-12-07 16:45:50.956084,2025-12-07 16:45:52.536853,0 days 00:00:01.580769,955.5607134907693,advanced,COMPLETE
204,-11780.609266073814,2025-12-07 16:45:52.537858,2025-12-07 16:45:53.997288,0 days 00:00:01.459430,998.6037903188867,advanced,COMPLETE
205,-21849.473810325577,2025-12-07 16:45:53.997288,2025-12-07 16:45:55.486451,0 days 00:00:01.489163,557.619373463287,advanced,COMPLETE
206,-20800.458174764917,2025-12-07 16:45:55.487477,2025-12-07 16:45:56.952743,0 days 00:00:01.465266,586.1828753900571,advanced,COMPLETE
207,-16754.74076413378,2025-12-07 16:45:56.953079,2025-12-07 16:45:58.386595,0 days 00:00:01.433516,724.3950863574992,advanced,COMPLETE
208,-11893.869948193345,2025-12-07 16:45:58.387681,2025-12-07 16:45:59.855329,0 days 00:00:01.467648,990.2575149712115,advanced,COMPLETE
209,-26111.00759172047,2025-12-07 16:45:59.856335,2025-12-07 16:46:01.388406,0 days 00:00:01.532071,462.5571037101645,advanced,COMPLETE
210,-625757.8223450289,2025-12-07 16:46:01.389432,2025-12-07 16:46:02.930304,0 days 00:00:01.540872,0.12069229751862724,advanced,COMPLETE
211,-12141.712801983194,2025-12-07 16:46:02.930304,2025-12-07 16:46:04.285636,0 days 00:00:01.355332,972.4502935860747,advanced,COMPLETE
212,-16647.93458818647,2025-12-07 16:46:04.285636,2025-12-07 16:46:05.773645,0 days 00:00:01.488009,728.8089338777227,advanced,COMPLETE
213,-11816.894567676958,2025-12-07 16:46:05.776248,2025-12-07 16:46:07.288464,0 days 00:00:01.512216,995.9152978904602,advanced,COMPLETE
214,-11812.697655360702,2025-12-07 16:46:07.289463,2025-12-07 16:46:08.685420,0 days 00:00:01.395957,996.225552169498,advanced,COMPLETE
215,-17368.467665037377,2025-12-07 16:46:08.687422,2025-12-07 16:46:10.204495,0 days 00:00:01.517073,699.9263204777443,advanced,COMPLETE
216,-11767.43797557201,2025-12-07 16:46:10.205499,2025-12-07 16:46:11.602423,0 days 00:00:01.396924,999.5831300752008,advanced,COMPLETE
217,-22697.57315547291,2025-12-07 16:46:11.604386,2025-12-07 16:46:13.100963,0 days 00:00:01.496577,536.2117625664897,advanced,COMPLETE
218,-16385.524736706215,2025-12-07 16:46:13.102027,2025-12-07 16:46:14.651061,0 days 00:00:01.549034,739.8593411558414,advanced,COMPLETE
219,-2015771.8999227176,2025-12-07 16:46:14.651590,2025-12-07 16:46:16.218114,0 days 00:00:01.566524,0.01490425762120297,advanced,COMPLETE
220,-23816.318783201204,2025-12-07 16:46:16.219117,2025-12-07 16:46:17.861301,0 days 00:00:01.642184,510.0223102620729,advanced,COMPLETE
221,-16789.87965888109,2025-12-07 16:46:17.862325,2025-12-07 16:46:19.521721,0 days 00:00:01.659396,722.9533315957123,advanced,COMPLETE
222,-12026.06929358965,2025-12-07 16:46:19.521721,2025-12-07 16:46:21.013240,0 days 00:00:01.491519,980.6825859105775,advanced,COMPLETE
223,-11936.849863868056,2025-12-07 16:46:21.013240,2025-12-07 16:46:22.483275,0 days 00:00:01.470035,987.1250694107905,advanced,COMPLETE
224,-11784.493441278568,2025-12-07 16:46:22.490188,2025-12-07 16:46:23.872123,0 days 00:00:01.381935,998.3153363032801,advanced,COMPLETE
225,-17429.927209306334,2025-12-07 16:46:23.873121,2025-12-07 16:46:25.334109,0 days 00:00:01.460988,697.5565696841918,advanced,COMPLETE
226,-16867.83487457732,2025-12-07 16:46:25.335113,2025-12-07 16:46:26.838173,0 days 00:00:01.503060,719.772966300749,advanced,COMPLETE
227,-11829.865518725674,2025-12-07 16:46:26.840128,2025-12-07 16:46:28.315016,0 days 00:00:01.474888,994.9575945900172,advanced,COMPLETE
228,-23072.489580998226,2025-12-07 16:46:28.316684,2025-12-07 16:46:29.831838,0 days 00:00:01.515154,527.1872435223539,advanced,COMPLETE
229,-20764.476660218632,2025-12-07 16:46:29.831838,2025-12-07 16:46:31.300179,0 days 00:00:01.468341,587.2067824730402,advanced,COMPLETE
230,-2510865.0719363936,2025-12-07 16:46:31.301313,2025-12-07 16:46:32.766093,0 days 00:00:01.464780,0.00257873453394619,advanced,COMPLETE
231,-12196.615016833248,2025-12-07 16:46:32.766093,2025-12-07 16:46:34.323461,0 days 00:00:01.557368,968.5878279420679,advanced,COMPLETE
232,-11950.774111633926,2025-12-07 16:46:34.323461,2025-12-07 16:46:35.805333,0 days 00:00:01.481872,986.1142993224211,advanced,COMPLETE
233,-16664.27880522187,2025-12-07 16:46:35.806337,2025-12-07 16:46:37.295973,0 days 00:00:01.489636,728.1303971470853,advanced,COMPLETE
234,-18530.026336944313,2025-12-07 16:46:37.295973,2025-12-07 16:46:38.782694,0 days 00:00:01.486721,657.4115519304021,advanced,COMPLETE
235,-12120.983911248448,2025-12-07 16:46:38.784612,2025-12-07 16:46:40.248168,0 days 00:00:01.463556,973.9162296374218,advanced,COMPLETE
236,-16662.607875849437,2025-12-07 16:46:40.254177,2025-12-07 16:46:41.720970,0 days 00:00:01.466793,728.1997148059545,advanced,COMPLETE
237,-27129.89472155958,2025-12-07 16:46:41.720970,2025-12-07 16:46:43.201426,0 days 00:00:01.480456,443.7915102611779,advanced,COMPLETE
238,-15946.701674720898,2025-12-07 16:46:43.203529,2025-12-07 16:46:44.715283,0 days 00:00:01.511754,759.0223382246802,advanced,COMPLETE
239,-20598.01289336403,2025-12-07 16:46:44.716600,2025-12-07 16:46:46.172505,0 days 00:00:01.455905,591.9838870130538,advanced,COMPLETE
240,-12269.266538064165,2025-12-07 16:46:46.172505,2025-12-07 16:46:47.722861,0 days 00:00:01.550356,963.5212392391941,advanced,COMPLETE
241,-12511.00638484704,2025-12-07 16:46:47.725089,2025-12-07 16:46:49.292190,0 days 00:00:01.567101,947.0186146322145,advanced,COMPLETE
242,-11995.234428669326,2025-12-07 16:46:49.292190,2025-12-07 16:46:50.802622,0 days 00:00:01.510432,982.9000691114072,advanced,COMPLETE
