number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feature_level,state
131,-7.087436612596143e-05,2025-12-07 17:18:34.776870,2025-12-07 17:18:36.429003,0 days 00:00:01.652133,0.0006734594836965965,extensive,COMPLETE
132,-0.000246092802298592,2025-12-07 17:18:36.431088,2025-12-07 17:18:38.091035,0 days 00:00:01.659947,0.000591435393678758,extensive,COMPLETE
133,-0.0007951990419251912,2025-12-07 17:18:38.091035,2025-12-07 17:18:39.706617,0 days 00:00:01.615582,0.0008057099564922118,extensive,COMPLETE
134,-0.11552337594689573,2025-12-07 17:18:39.706617,2025-12-07 17:18:41.511615,0 days 00:00:01.804998,0.0002104121414458572,extensive,COMPLETE
135,-0.0016559721242364045,2025-12-07 17:18:41.513623,2025-12-07 17:18:43.143463,0 days 00:00:01.629840,0.0011392653981168678,extensive,COMPLETE
136,-0.01733905170723841,2025-12-07 17:18:43.145206,2025-12-07 17:18:44.848895,0 days 00:00:01.703689,0.0003931715359548513,extensive,COMPLETE
137,-0.00015056704300453472,2025-12-07 17:18:44.848895,2025-12-07 17:18:46.418342,0 days 00:00:01.569447,0.0006030873244342982,extensive,COMPLETE
138,-0.0009708724672497689,2025-12-07 17:18:46.418342,2025-12-07 17:18:47.953998,0 days 00:00:01.535656,0.0008407937229212175,extensive,COMPLETE
139,-0.0016559721242364045,2025-12-07 17:18:47.953998,2025-12-07 17:18:49.568721,0 days 00:00:01.614723,0.0017548698951009418,extensive,COMPLETE
140,-0.002355193937956024,2025-12-07 17:18:49.569260,2025-12-07 17:18:51.261493,0 days 00:00:01.692233,0.0004931653958070214,extensive,COMPLETE
141,-2.4006164061322426e-05,2025-12-07 17:18:51.263420,2025-12-07 17:18:52.893381,0 days 00:00:01.629961,0.0006634426605473265,extensive,COMPLETE
142,-0.001549495252945195,2025-12-07 17:18:52.893381,2025-12-07 17:18:54.524753,0 days 00:00:01.631372,0.0010380307370674538,extensive,COMPLETE
143,-0.00011182727229423299,2025-12-07 17:18:54.524753,2025-12-07 17:18:56.284241,0 days 00:00:01.759488,0.000680699504280023,extensive,COMPLETE
144,-0.04169758236349871,2025-12-07 17:18:56.284241,2025-12-07 17:18:58.163486,0 days 00:00:01.879245,0.00029881071963182857,extensive,COMPLETE
145,-0.0016559721242364045,2025-12-07 17:18:58.163486,2025-12-07 17:18:59.794168,0 days 00:00:01.630682,0.0012956756800807856,extensive,COMPLETE
146,-0.001996506115070592,2025-12-07 17:18:59.796203,2025-12-07 17:19:01.519326,0 days 00:00:01.723123,0.0005014466922024743,extensive,COMPLETE
147,-0.0013087547630077356,2025-12-07 17:19:01.519326,2025-12-07 17:19:03.151184,0 days 00:00:01.631858,0.0009361737987897003,extensive,COMPLETE
148,-0.015524604763868929,2025-12-07 17:19:03.152687,2025-12-07 17:19:04.900299,0 days 00:00:01.747612,0.0003999509825393344,extensive,COMPLETE
149,-1.3834915002027456e-05,2025-12-07 17:19:04.900299,2025-12-07 17:19:06.550379,0 days 00:00:01.650080,0.0006245168781309088,extensive,COMPLETE
150,-0.00046926135715260237,2025-12-07 17:19:06.552884,2025-12-07 17:19:08.213574,0 days 00:00:01.660690,0.0005733757845478595,extensive,COMPLETE
151,2.0874161894668397e-05,2025-12-07 17:19:08.215582,2025-12-07 17:19:09.878351,0 days 00:00:01.662769,0.0006511486926736316,extensive,COMPLETE
152,-0.0007965229001710336,2025-12-07 17:19:09.878351,2025-12-07 17:19:11.510269,0 days 00:00:01.631918,0.0008059898242216187,extensive,COMPLETE
153,-0.007363987556430603,2025-12-07 17:19:11.512277,2025-12-07 17:19:13.218170,0 days 00:00:01.705893,0.0004428035813331678,extensive,COMPLETE
154,-6.933813965914748e-05,2025-12-07 17:19:13.219675,2025-12-07 17:19:14.867692,0 days 00:00:01.648017,0.00061590058188576,extensive,COMPLETE
155,-0.0007811019091713186,2025-12-07 17:19:14.869455,2025-12-07 17:19:16.586562,0 days 00:00:01.717107,0.0008027133594779975,extensive,COMPLETE
156,-0.0016559721242364045,2025-12-07 17:19:16.588065,2025-12-07 17:19:18.184966,0 days 00:00:01.596901,0.001097703571156002,extensive,COMPLETE
157,-0.04604985048784549,2025-12-07 17:19:18.184966,2025-12-07 17:19:19.960171,0 days 00:00:01.775205,0.0002861894042953332,extensive,COMPLETE
158,-0.02813198591882256,2025-12-07 17:19:19.960171,2025-12-07 17:19:21.672367,0 days 00:00:01.712196,0.00035150110616005394,extensive,COMPLETE
159,-0.001165394006955774,2025-12-07 17:19:21.674514,2025-12-07 17:19:23.350476,0 days 00:00:01.675962,0.0005284816185452025,extensive,COMPLETE
160,-0.0016559721242364045,2025-12-07 17:19:23.350476,2025-12-07 17:19:24.983988,0 days 00:00:01.633512,0.0014438035641583156,extensive,COMPLETE
161,-0.00015726195678678057,2025-12-07 17:19:24.983988,2025-12-07 17:19:26.625009,0 days 00:00:01.641021,0.0006872380726838104,extensive,COMPLETE
162,-0.0012431584408989504,2025-12-07 17:19:26.625009,2025-12-07 17:19:28.256557,0 days 00:00:01.631548,0.0009051011129425706,extensive,COMPLETE
163,-0.0001486559919841035,2025-12-07 17:19:28.258563,2025-12-07 17:19:29.886572,0 days 00:00:01.628009,0.0006861310060757651,extensive,COMPLETE
164,-0.005401700264369036,2025-12-07 17:19:29.890939,2025-12-07 17:19:31.595593,0 days 00:00:01.704654,0.00045621486089538296,extensive,COMPLETE
165,-0.0016559721242364045,2025-12-07 17:19:31.595593,2025-12-07 17:19:33.230183,0 days 00:00:01.634590,0.017550039973175405,extensive,COMPLETE
